n,m,runtime
2,1,115
2,3,203
1,2,61
2,1,119
1,3,92
3,3,7049
1,3,102
1,1,113
3,3,7298
2,1,82
3,3,7275
3,3,7262
1,2,123
2,3,174
3,2,1598
0,3,68
2,0,101
1,3,129
3,1,379
3,2,1657
0,3,59
3,1,435
0,0,52
0,2,62
0,3,59
3,1,408
3,3,7527
3,3,7454
1,3,103
2,2,147
1,1,93
1,1,86
0,2,60
1,1,74
2,2,155
1,1,76
2,1,116
2,1,181
3,2,1660
0,1,69
2,2,143
1,1,100
0,2,65
2,2,141
0,0,59
2,2,124
3,1,453
1,1,106
3,1,368
2,3,181
3,1,340
2,0,95
1,2,68
1,1,76
3,1,372
0,2,55
1,3,83
1,2,143
1,0,89
1,1,83
3,2,1828
0,1,72
2,2,132
1,2,82
3,3,7874
2,0,119
2,2,137
2,2,160
0,2,75
1,2,95
0,2,59
1,1,99
2,1,101
1,1,84
0,3,61
3,2,1607
1,0,86
2,0,120
3,1,406
2,2,140
2,1,183
2,3,192
1,2,93
0,1,70
3,3,7329
2,2,139
0,1,66
1,1,112
2,3,215
2,2,122
1,1,104
1,0,77
2,2,175
1,0,70
2,2,124
3,3,7310
2,1,116
1,2,130
0,2,67
2,3,220
0,1,66
1,2,93
2,2,169
1,1,94
0,2,79
1,1,75
1,1,93
3,1,419
3,2,1441
3,1,360
2,2,147
0,0,69
3,1,360
0,1,68
2,2,145
2,2,149
2,1,129
0,3,61
2,1,140
2,1,123
0,3,72
1,0,69
2,2,162
2,0,101
3,2,1710
1,1,84
2,1,112
0,1,195
2,2,515
1,1,102
0,1,69
1,0,75
0,2,65
2,1,194
1,3,138
0,3,65
3,3,9015
3,1,540
1,0,89
2,2,250
0,2,80
2,1,150
1,3,143
1,1,96
2,0,141
1,2,106
0,0,71
2,1,167
2,2,189
0,1,68
2,2,169
2,0,94
3,3,7783
1,3,137
1,0,93
2,2,174
1,2,100
0,1,69
0,0,60
2,2,186
2,1,124
0,1,67
2,0,83
1,2,107
0,1,63
3,2,1670
2,0,102
3,0,225
3,1,415
1,1,78
1,2,107
1,2,98
3,3,7436
2,2,134
3,0,101
1,2,88
3,1,395
1,1,99
1,1,80
2,1,131
2,0,112
0,1,70
2,1,122
2,1,123
3,3,7457
2,3,248
3,2,1450
2,1,159
1,1,88
3,1,399
1,1,74
1,1,89
1,2,116
2,2,159
0,2,70
2,1,119
0,1,71
0,2,68
1,0,79
1,1,95
2,2,154
2,3,212
0,2,60
1,2,95
2,3,202
0,0,72
3,2,1525
0,2,67
2,1,131
0,2,73
2,1,123
2,3,227
1,1,81
3,1,417
1,2,118
2,2,166
2,2,153
1,2,149
2,2,158
1,2,85
1,3,98
1,2,70
3,2,1570
0,2,64
3,1,399
1,2,100
3,1,413
2,2,340
2,3,201
1,2,91
2,1,104
2,1,120
1,1,80
2,1,100
2,2,145
1,1,82
0,3,70
2,2,197
0,3,64
1,0,79
2,2,170
1,2,90
3,1,397
0,3,67
3,0,158
1,1,74
0,1,64
3,2,1815
0,0,53
0,2,67
1,1,76
0,2,55
1,2,107
2,0,83
1,1,64
0,1,46
2,3,217
3,3,7524
2,2,141
1,1,86
2,2,175
1,3,113
3,2,1444
2,1,127
1,1,75
0,1,55
0,2,62
2,0,128
3,3,7369
1,1,100
2,2,149
2,3,163
1,2,86
2,3,151
1,3,92
0,1,52
3,2,1358
3,1,505
0,2,71
1,1,75
1,1,100
0,1,58
1,1,64
1,3,121
1,2,84
0,0,72
2,0,92
0,1,74
3,1,408
0,1,62
2,3,184
1,2,73
2,1,95
1,2,83
2,2,163
2,0,75
3,0,113
3,2,1822
0,2,50
1,2,203
1,1,86
2,1,104
0,0,53
1,1,64
2,3,186
1,2,78
2,2,154
2,1,165
3,2,1623
2,0,107
1,2,86
0,1,69
0,2,62
3,1,366
3,3,7246
2,2,112
2,0,89
3,1,409
3,1,426
2,3,220
2,2,154
1,3,112
1,1,81
2,1,118
3,1,386
3,1,330
1,3,96
3,2,1954
2,0,89
3,1,434
2,1,118
2,2,136
0,1,60
2,2,155
1,2,99
0,1,72
3,1,381
3,1,460
2,1,106
2,2,134
1,1,79
1,2,79
1,2,86
2,1,254
2,2,109
2,1,127
2,3,195
1,2,124
0,3,63
2,0,67
1,0,81
2,2,148
3,2,1606
2,2,146
1,3,99
0,2,68
2,2,158
1,1,131
2,1,117
1,2,92
1,1,101
1,0,79
1,3,97
0,1,80
0,0,69
3,2,1643
1,1,94
3,0,192
2,1,115
2,2,158
3,1,421
2,3,215
1,3,111
1,0,96
2,0,86
1,2,85
2,1,127
1,1,103
1,2,88
3,1,363
2,3,272
1,2,72
2,0,82
3,2,1784
0,1,59
2,1,110
2,1,90
1,2,116
0,1,73
1,1,75
0,0,68
1,3,114
1,3,107
1,2,96
2,2,157
0,0,77
2,2,147
3,2,1480
3,2,1406
3,2,1378
1,0,83
2,1,125
2,1,107
2,2,146
2,2,143
1,2,97
2,1,119
0,2,68
3,1,373
0,1,67
0,2,73
2,0,105
2,2,160
3,1,366
1,2,80
2,0,71
0,1,53
0,0,107
2,1,111
3,3,8132
2,3,193
0,3,73
2,2,136
1,3,99
0,0,58
1,2,88
1,2,71
3,1,428
2,1,100
2,1,85
1,1,74
2,0,72
1,1,64
1,2,97
1,2,77
2,2,147
2,2,138
1,0,88
2,1,132
3,1,334
0,1,58
0,2,55
2,2,154
0,2,71
2,0,82
2,3,212
2,3,202
2,1,156
2,2,130
2,2,122
3,1,380
2,1,97
2,2,141
2,1,122
0,1,56
1,2,180
0,3,59
2,3,211
2,0,87
2,1,97
0,1,66
1,3,120
0,2,70
2,1,102
2,1,100
1,1,75
2,2,153
1,2,126
1,1,92
1,2,87
0,2,69
2,1,101
2,1,108
2,1,89
2,2,151
1,2,97
3,1,340
1,2,112
2,2,143
2,1,94
3,2,1560
2,1,114
2,0,80
0,2,59
1,0,88
1,0,81
2,3,208
1,1,106
3,1,377
1,1,85
1,0,104
2,2,167
1,2,98
1,2,85
2,0,89
2,3,213
0,0,71
3,1,460
1,1,73
3,2,1606
1,2,104
3,1,387
1,1,81
1,2,89
0,1,66
3,3,7340
0,1,64
1,0,94
2,2,181
1,2,102
2,3,248
1,0,73
2,1,99
2,2,162
1,3,93
1,2,70
1,1,79
1,2,112
1,2,68
1,2,71
1,0,89
0,2,70
0,0,68
1,1,83
2,1,124
2,1,109
1,2,77
2,3,239
2,2,123
0,1,68
0,1,72
3,1,384
1,3,123
0,3,55
1,1,75
1,1,82
1,3,91
1,1,95
2,3,185
2,1,108
2,1,115
2,2,168
0,2,71
2,1,108
1,0,70
1,2,105
2,0,101
3,1,417
2,2,145
1,1,91
2,3,162
1,0,69
3,0,140
2,3,193
1,0,70
2,2,153
1,1,86
2,0,126
1,1,87
3,0,150
1,1,73
3,2,1656
3,0,140
1,2,106
1,3,105
3,0,140
1,1,70
1,2,115
2,2,155
1,1,94
1,2,91
3,0,139
1,1,74
1,3,97
3,0,210
1,2,87
2,1,131
2,2,191
2,1,116
3,0,141
3,0,123
0,2,69
2,3,222
1,0,74
3,3,7590
1,3,119
3,2,1413
2,0,100
0,0,65
2,1,101
2,1,119
0,2,67
1,2,120
2,3,232
1,1,87
1,1,87
2,1,122
0,2,73
1,1,95
1,3,104
2,2,111
3,2,1477
3,0,113
3,0,117
1,1,81
1,0,80
2,1,129
2,1,158
1,0,88
3,0,137
1,2,100
3,0,135
2,0,96
3,2,1681
0,2,68
1,2,95
2,2,157
1,2,114
2,3,231
1,2,96
1,2,92
0,3,69
1,1,73
2,3,238
2,1,121
3,1,401
3,2,1572
3,2,1919
1,3,103
1,1,74
2,2,133
3,1,380
1,3,97
3,1,392
2,1,118
2,2,161
0,2,68
0,3,66
3,1,430
2,0,89
2,2,160
0,0,54
2,1,110
0,3,63
2,2,172
3,2,1673
0,1,68
2,1,142
1,0,67
3,2,1634
1,3,111
1,0,70
2,2,112
0,1,64
3,1,373
2,1,107
1,1,66
2,1,139
0,1,70
1,2,108
3,1,419
2,3,220
1,3,121
1,3,98
2,2,165
1,0,78
1,1,89
2,1,144
2,0,99
2,3,214
2,0,109
2,0,86
0,1,68
2,2,173
2,1,118
1,1,76
0,0,69
1,1,108
1,3,115
2,0,94
0,3,60
3,1,412
1,2,89
2,1,116
0,2,71
1,2,100
2,3,243
1,0,78
1,3,137
2,2,156
1,2,89
1,1,91
1,1,90
3,3,7203
2,1,114
3,0,146
2,0,78
1,2,118
2,2,145
2,2,159
0,1,65
1,2,83
0,2,64
1,1,74
3,2,1621
0,0,54
2,2,143
1,1,90
0,1,65
0,1,62
0,3,59
2,3,205
2,0,76
0,3,59
3,2,1509
0,3,69
1,2,89
2,2,187
0,1,69
0,2,60
1,1,78
1,0,85
0,0,72
0,2,74
1,1,88
3,2,1437
0,2,62
1,3,139
3,1,439
2,0,86
2,3,171
2,3,216
1,1,88
3,2,1509
2,3,182
0,1,61
3,1,363
2,1,124
0,1,63
1,1,86
0,2,68
0,3,68
2,1,104
0,2,68
3,3,7491
2,2,137
0,0,71
2,1,143
2,2,188
3,1,378
1,1,86
2,2,158
3,2,1469
0,2,66
2,0,78
1,2,92
1,3,111
0,1,69
2,3,262
2,1,118
2,0,95
1,2,81
1,3,95
1,0,88
1,3,100
0,2,72
1,2,90
1,2,137
2,2,174
1,1,96
3,1,396
0,1,64
2,1,121
2,2,163
2,2,162
3,2,1430
1,1,69
0,3,72
3,2,1728
3,3,7131
2,2,127
2,2,114
1,3,103
0,3,68
1,2,79
2,0,100
2,1,133
2,3,229
2,2,142
3,3,7386
2,2,135
1,1,91
3,2,1408
1,2,83
2,2,176
3,3,7249
1,2,84
1,0,134
3,3,7404
3,0,119
3,3,7252
2,0,87
1,1,73
2,2,143
1,1,84
0,1,66
0,1,66
2,1,143
0,1,63
0,1,57
2,3,232
2,3,227
1,0,80
3,2,1577
2,0,87
0,3,64
2,1,112
0,1,68
0,1,70
2,2,173
1,2,85
2,1,99
1,0,63
1,0,73
2,0,92
2,1,126
1,3,101
0,3,71
0,1,64
0,2,72
3,0,149
2,3,179
2,1,111
1,1,72
1,3,101
3,3,7552
0,0,72
1,2,137
1,1,85
1,1,89
0,2,64
1,2,95
3,0,128
2,1,118
2,2,151
0,1,71
0,3,74
2,2,191
0,2,67
2,2,160
2,1,133
1,2,90
0,2,76
0,3,62
2,1,116
0,2,77
2,3,212
1,1,119
2,2,159
2,0,102
3,1,408
0,1,64
1,2,92
2,2,168
2,0,103
1,1,76
2,1,120
2,3,223
2,0,84
0,1,68
1,1,86
3,0,146
2,1,114
2,2,151
3,0,128
1,2,104
1,2,91
1,1,106
3,1,339
3,1,343
2,0,80
1,1,75
2,0,86
2,0,83
2,2,139
2,1,100
3,3,7026
1,1,96
3,3,6893
0,1,59
1,0,73
2,1,103
2,2,159
1,1,86
0,0,63
1,1,97
1,1,88
1,0,79
1,0,72
1,2,106
1,3,98
0,2,60
0,1,58
3,2,1531
1,2,79
1,2,75
2,2,138
1,2,154
0,2,66
3,1,381
0,0,57
1,2,82
2,0,84
1,2,90
1,0,75
0,2,65
1,3,94
3,1,376
2,2,163
3,2,1538
1,3,88
3,2,1303
3,1,315
1,2,82
3,2,1316
1,3,88
0,2,55
0,1,54
2,2,165
1,3,88
1,1,85
2,2,148
1,2,76
2,0,90
1,2,88
2,2,187
2,1,102
0,1,96
0,1,56
2,2,195
1,2,73
1,2,70
0,3,71
2,2,121
2,1,1096
2,2,287
1,1,83
3,2,1790
1,2,107
1,1,81
3,0,185
2,3,249
1,0,84
1,0,72
2,0,116
0,2,74
2,0,83
1,2,118
2,0,75
2,2,241
1,1,86
1,0,63
2,1,152
0,1,56
1,2,93
2,0,56
0,2,64
2,1,167
1,1,91
2,3,216
2,1,124
2,0,75
0,2,45
1,1,84
3,2,1446
2,0,84
2,2,192
0,2,71
0,3,69
1,0,81
1,2,101
0,0,63
1,3,147
1,2,103
3,2,1427
0,1,66
2,2,157
2,2,199
3,2,1319
2,2,146
0,1,62
0,0,55
2,2,129
0,2,47
1,1,61
2,0,89
2,1,110
0,3,67
0,2,60
0,2,63
0,2,69
2,1,143
3,1,461
2,2,106
2,1,97
2,2,121
1,0,73
3,3,7158
3,2,1355
1,2,83
2,0,72
3,1,400
0,1,71
1,1,63
0,2,64
1,2,87
3,2,1276
3,2,1442
1,2,82
1,2,60
1,1,77
1,3,124
1,3,95
1,1,66
3,2,1414
2,2,142
0,2,56
1,1,108
2,0,78
1,1,85
1,2,90
1,0,80
0,0,54
0,1,59
1,1,66
0,0,53
0,3,63
2,3,297
1,2,81
2,0,83
2,3,199
0,0,62
1,2,102
1,2,79
1,2,74
0,0,63
3,2,1376
0,0,62
1,0,73
2,2,148
3,3,7783
1,2,72
1,2,85
3,0,150
1,2,75
3,2,1556
1,0,70
2,1,166
2,3,188
3,0,116
0,1,58
2,2,108
2,1,143
2,1,100
2,2,139
1,3,90
2,3,163
2,3,265
2,2,153
0,1,67
1,2,74
1,1,77
2,1,123
0,0,52
1,1,76
3,2,1470
0,2,61
3,2,1532
1,3,118
2,0,88
1,1,67
2,2,135
2,1,109
3,1,324
3,2,1291
2,1,112
3,1,299
2,2,290
1,2,84
2,3,201
2,3,159
0,3,65
0,1,66
1,2,79
0,3,46
1,1,70
1,1,87
2,3,261
3,2,1580
1,1,77
0,3,55
2,1,135
0,2,74
0,2,64
1,3,107
1,1,168
2,2,153
0,2,61
0,1,62
1,1,93
1,2,76
0,3,61
2,0,95
2,1,125
2,1,114
2,1,88
1,1,72
3,2,1675
1,2,100
3,0,124
2,2,154
3,2,1547
3,1,301
3,1,322
2,1,112
2,2,141
0,0,73
2,2,206
1,3,96
3,2,1486
0,0,66
2,2,164
0,2,55
0,1,48
0,3,66
3,0,137
0,1,57
1,1,125
0,1,65
1,2,84
1,3,110
2,1,128
1,1,96
0,1,52
3,2,1573
1,1,80
3,1,440
0,1,72
3,1,419
1,1,85
1,1,95
0,2,67
2,3,215
0,0,70
0,3,65
2,3,198
3,3,7543
0,2,81
0,2,55
1,1,110
1,2,108
2,2,159
3,2,1461
1,1,70
1,1,78
3,2,1398
1,1,64
0,0,67
2,3,210
3,1,384
0,3,62
2,3,158
2,1,119
3,2,1473
0,3,66
1,1,88
2,0,103
2,2,198
1,3,128
2,2,154
2,2,148
1,1,99
0,2,68
0,1,68
2,0,70
3,0,126
0,3,53
3,2,1869
3,2,1423
1,0,79
1,2,84
0,2,72
2,3,183
0,3,74
3,1,381
2,2,159
2,1,100
1,3,123
2,1,150
1,0,81
2,2,153
1,0,76
1,1,82
0,1,52
3,0,128
1,1,79
2,1,118
3,1,452
1,0,89
2,0,102
2,3,236
2,1,98
2,1,162
0,1,79
3,1,303
0,2,61
3,1,355
2,3,215
3,0,118
2,1,135
1,1,94
2,2,152
3,2,1793
2,2,122
2,2,148
3,2,1399
0,2,73
2,3,198
2,1,105
0,1,52
2,1,101
1,2,97
0,1,70
3,3,7680
2,0,96
1,3,101
2,0,112
1,2,119
0,1,65
1,2,75
2,2,145
1,1,94
2,0,69
1,1,88
1,2,79
3,0,146
1,2,104
1,2,110
3,3,7108
2,2,159
1,0,82
0,1,85
1,1,93
0,2,60
2,3,168
2,2,145
3,1,350
2,1,145
1,0,67
2,3,213
0,2,60
1,2,87
3,3,7436
1,3,100
2,2,131
3,3,7201
0,0,75
0,2,73
1,2,101
1,0,92
2,1,140
0,2,70
0,3,64
2,1,96
0,2,59
2,2,148
1,1,79
1,1,111
0,1,67
1,2,92
1,2,84
2,1,115
3,2,1570
0,3,45
2,3,159
3,1,337
1,1,98
2,3,208
2,2,167
2,0,107
2,2,151
1,0,74
2,2,152
2,1,118
0,2,70
2,3,142
1,2,99
0,1,68
2,1,124
2,2,131
0,1,68
1,3,95
2,2,199
3,1,341
2,1,116
2,3,179
0,2,67
2,2,210
1,2,86
2,1,95
3,0,151
3,2,1714
3,1,326
1,0,84
2,2,109
2,3,184
0,1,67
3,2,1878
0,2,63
3,1,354
2,1,87
1,3,80
1,1,84
3,1,358
2,0,97
2,1,116
3,2,1370
1,1,114
3,1,425
2,0,99
2,2,122
1,1,101
1,1,79
1,1,52
2,3,234
3,0,136
1,1,80
1,0,86
1,0,78
2,3,241
1,1,83
0,3,72
1,1,88
2,1,119
1,3,101
2,1,107
1,1,90
2,2,186
1,3,82
2,1,92
1,2,81
2,3,187
2,0,108
3,0,121
2,1,131
1,0,92
0,0,81
0,1,60
0,1,67
1,2,107
3,2,1804
2,3,209
3,0,137
1,0,91
2,1,95
3,0,132
3,3,7321
3,3,7195
1,1,83
0,0,66
2,0,92
1,1,79
2,3,222
3,0,120
3,3,7375
0,2,79
0,2,61
1,0,83
1,1,89
3,2,1458
2,2,124
1,1,88
2,2,156
1,3,105
2,2,155
1,2,94
2,3,187
0,1,62
1,0,81
3,1,371
1,2,86
3,1,363
1,2,69
2,2,181
1,1,89
0,3,69
2,2,175
2,1,151
1,3,102
1,2,75
1,1,91
3,0,151
2,3,211
2,3,213
3,1,410
1,3,106
1,1,80
3,1,474
1,1,77
3,1,398
1,1,79
0,1,72
2,0,111
2,3,202
2,2,165
0,1,74
1,3,108
3,1,469
2,1,131
1,2,96
3,0,141
3,3,9498
1,3,93
1,0,78
2,0,96
2,1,114
2,2,144
3,0,200
2,3,181
1,1,75
1,0,72
1,1,79
1,3,117
2,0,91
2,2,161
2,2,163
1,3,84
3,2,1668
1,2,97
2,2,168
3,0,124
2,2,160
3,0,129
0,0,64
1,2,83
1,1,70
3,1,353
2,2,156
2,1,122
2,2,168
2,2,156
2,2,147
2,3,176
1,1,79
1,2,101
2,2,163
1,1,79
1,2,114
2,2,141
2,1,121
1,1,74
2,2,163
0,2,59
2,1,117
0,1,62
1,2,69
2,3,200
1,2,99
1,1,80
2,2,160
3,0,133
2,1,109
3,2,1437
3,0,120
2,2,140
2,3,181
3,3,7088
2,2,167
2,1,119
1,2,99
2,3,192
2,1,130
3,3,7068
0,1,69
1,2,69
0,2,67
1,1,80
1,1,105
2,1,121
1,1,78
2,1,89
1,1,55
1,1,67
1,3,122
2,2,125
1,1,66
2,3,189
2,1,144
1,1,67
0,2,59
1,3,94
1,0,83
1,0,73
2,2,171
2,3,219
2,2,153
1,2,91
1,0,77
1,2,117
0,1,69
1,2,73
3,2,1543
1,2,67
2,3,190
0,2,59
2,0,84
1,1,89
3,3,7217
3,1,354
1,2,91
0,2,60
2,0,77
2,3,193
2,3,185
1,1,70
1,1,63
0,3,59
2,0,120
1,1,71
2,1,127
0,2,65
3,1,318
2,2,154
2,2,159
1,2,94
0,1,60
1,1,90
1,3,141
3,1,417
1,3,88
2,3,175
1,1,73
1,0,77
2,1,105
1,1,62
2,1,128
0,3,60
2,1,152
0,2,70
1,2,71
3,1,380
3,2,1454
2,2,135
2,2,156
1,3,98
2,2,117
1,3,67
3,2,1696
0,2,59
1,3,88
2,1,122
1,3,75
1,2,80
1,2,86
3,0,133
1,1,77
1,3,106
2,2,179
0,1,51
0,3,64
2,0,91
2,1,111
1,1,76
0,2,62
1,2,98
1,0,81
1,0,68
2,2,181
1,1,71
2,1,100
2,2,155
1,0,65
2,1,100
0,0,73
2,2,166
3,1,412
2,1,122
2,2,205
1,1,92
2,1,109
2,1,123
3,1,419
3,2,1480
2,3,201
2,0,85
1,0,68
0,2,58
1,1,109
2,1,106
1,3,101
1,1,86
1,2,102
0,0,60
1,3,89
1,1,69
3,1,393
2,0,82
1,2,114
1,1,79
3,0,123
2,1,128
2,1,99
3,3,7099
2,2,139
2,1,105
3,2,1321
3,2,1343
2,2,176
0,3,64
3,0,151
0,0,69
2,0,87
2,2,138
2,1,87
0,0,55
2,0,74
0,1,64
1,3,128
0,2,54
0,1,70
3,3,7328
2,2,123
2,1,106
2,0,85
1,1,103
3,2,1425
1,1,76
0,3,83
1,1,89
2,3,255
2,1,105
2,0,90
2,1,87
0,2,67
3,1,404
2,2,166
2,1,103
1,1,119
3,1,362
2,0,84
2,3,213
1,3,113
3,2,1396
1,2,95
1,2,88
1,1,75
0,1,54
1,1,87
2,1,124
2,2,175
3,0,139
0,3,73
0,3,61
1,3,85
1,3,98
1,2,84
2,2,155
3,1,446
2,1,119
3,3,7319
0,2,65
2,0,94
3,2,1393
2,0,87
2,2,139
0,0,72
2,2,146
3,2,1985
3,2,1462
2,2,144
1,0,91
1,0,70
1,2,124
1,3,91
2,2,154
1,0,72
0,1,67
1,1,95
3,2,1443
1,2,92
1,2,87
1,3,89
1,2,107
2,3,224
1,0,68
1,0,82
2,2,179
3,1,479
2,0,99
2,2,157
2,2,171
1,2,128
2,2,150
0,1,67
2,1,112
1,3,80
3,2,1505
1,1,119
1,2,105
2,1,121
0,0,63
2,3,228
1,1,87
3,3,7724
1,2,79
0,0,61
1,0,76
2,2,208
1,1,84
3,3,7417
2,2,126
2,0,109
1,2,88
3,0,127
0,1,71
3,2,1422
0,2,70
2,0,119
2,1,110
1,1,66
3,2,1504
1,2,86
0,3,73
2,1,113
1,2,95
2,0,88
0,2,74
0,3,73
3,2,1800
2,3,197
1,2,104
1,1,100
2,2,147
0,2,65
1,2,83
0,2,74
0,3,71
1,1,120
0,1,67
2,1,134
2,3,207
2,3,209
1,1,79
1,2,96
0,2,70
1,3,90
3,0,140
2,3,248
2,2,165
1,1,72
2,0,103
1,3,124
0,0,72
0,3,66
0,0,69
1,0,86
1,3,96
1,0,68
2,1,132
1,3,88
3,3,7595
3,0,134
2,1,119
0,0,57
0,2,72
2,3,181
3,0,132
3,2,1733
2,3,216
3,0,130
2,0,95
1,1,85
2,1,121
2,0,68
0,1,65
1,1,80
1,3,108
3,1,500
3,3,7486
1,2,86
2,0,98
3,1,368
1,2,71
0,0,70
2,1,121
3,3,7259
0,0,59
3,3,7397
2,1,117
1,0,68
0,1,63
1,2,100
0,1,68
1,2,80
2,1,120
1,2,98
3,0,126
3,0,186
0,1,60
1,0,79
1,2,96
1,2,83
1,2,70
3,2,1682
1,2,84
0,2,71
2,2,156
3,1,440
2,3,216
3,2,1689
1,0,70
0,2,68
1,2,64
0,1,67
2,2,156
1,1,96
3,2,1394
1,1,107
2,1,122
2,3,203
2,2,173
1,2,80
1,1,90
2,2,160
2,1,118
2,2,172
2,2,123
1,3,136
0,1,55
2,1,108
1,2,81
3,1,386
3,1,325
2,2,139
2,2,151
1,0,70
0,2,54
0,1,72
3,2,1437
2,1,120
2,3,188
2,2,147
3,1,411
1,2,97
3,3,7280
2,2,132
3,1,352
2,3,278
2,0,107
0,2,71
1,2,69
0,1,68
3,2,1387
2,2,142
1,0,82
1,2,85
0,2,64
1,3,124
1,1,91
1,2,78
2,1,131
2,2,137
2,0,91
3,3,7622
1,0,69
3,1,361
1,1,91
1,2,112
2,3,201
2,0,86
3,2,1545
1,1,66
3,2,1857
3,2,1319
1,1,62
2,1,96
1,2,91
1,3,132
2,2,159
0,3,67
3,2,1557
2,1,112
3,1,352
0,1,67
2,1,113
1,3,106
2,2,141
3,2,1702
3,1,449
1,1,71
2,1,118
3,2,1664
1,1,72
3,0,148
1,1,78
1,1,98
2,0,82
2,1,170
1,1,84
2,0,79
2,2,115
1,2,87
2,2,155
1,0,75
3,1,372
1,1,73
2,2,175
2,2,187
1,2,90
1,1,83
2,1,117
1,1,93
2,2,111
2,2,143
3,2,1674
1,2,87
1,3,97
0,1,78
1,1,119
1,1,80
1,3,108
0,2,60
2,0,92
1,1,79
2,0,90
3,1,412
0,2,69
3,3,8219
2,2,144
2,1,108
2,2,131
1,0,92
2,1,120
1,0,63
0,2,59
1,3,104
0,0,74
3,0,183
1,0,73
2,1,127
1,3,110
1,2,69
1,1,82
1,2,69
0,1,64
3,1,435
3,1,344
2,3,259
3,3,7348
0,2,72
1,1,90
2,1,90
0,2,69
1,1,86
2,0,100
0,2,65
0,1,60
2,2,146
1,0,94
3,3,7744
2,0,85
1,3,112
1,1,74
0,0,58
2,1,96
1,0,61
2,3,199
1,0,83
1,0,68
1,1,95
3,1,479
3,3,7363
2,2,153
1,1,81
1,1,79
3,0,158
2,3,187
3,1,467
2,3,226
0,1,66
0,1,68
1,1,66
2,1,126
3,2,1617
2,0,100
0,2,58
0,1,64
3,3,8023
2,0,93
1,2,95
2,3,194
2,2,145
1,2,78
0,2,66
2,0,95
2,1,113
0,3,70
0,0,64
2,2,187
1,3,112
2,0,85
2,2,149
0,3,176
1,1,49
2,1,100
2,3,222
1,2,80
1,2,135
0,1,69
3,1,342
3,2,1610
2,2,165
1,1,79
2,0,103
2,1,86
2,1,118
2,2,148
3,1,472
1,1,82
3,3,7938
1,1,66
3,0,129
2,1,110
1,1,77
2,3,183
2,1,119
1,1,85
1,3,140
1,2,93
0,2,63
2,0,99
2,3,218
0,2,78
0,1,68
0,2,63
2,1,128
0,1,65
0,2,74
1,1,95
1,0,68
1,2,104
1,1,70
1,0,78
2,1,99
2,1,103
1,2,96
1,2,76
2,3,224
1,2,76
2,1,119
3,2,1581
2,1,122
3,1,356
1,2,80
1,3,99
0,3,66
0,0,57
2,2,203
3,1,463
0,2,64
3,1,403
1,0,87
1,1,98
1,1,77
1,1,67
1,2,103
3,1,366
2,2,151
1,2,77
3,3,7227
1,3,97
1,2,85
3,0,145
2,0,104
0,3,69
0,2,75
0,3,68
2,1,164
0,2,53
0,1,67
1,3,119
3,3,7485
2,1,110
1,3,113
1,2,73
0,2,74
2,2,125
0,2,59
1,1,104
1,1,49
2,1,127
1,3,112
2,2,163
1,1,88
1,2,80
1,1,83
1,0,83
0,2,57
2,1,141
2,2,140
0,0,61
0,3,69
3,2,1440
2,2,139
2,0,85
1,2,107
3,0,152
3,3,7619
2,1,118
2,2,151
2,2,146
0,2,67
0,1,71
1,0,91
2,2,181
2,2,115
2,1,117
0,0,60
0,0,61
0,0,50
1,2,127
2,2,137
1,2,83
0,2,66
3,0,139
0,1,69
1,2,93
0,1,59
1,2,104
1,3,109
2,2,130
0,1,58
3,1,411
1,2,75
1,1,85
1,3,93
1,3,80
1,0,95
1,3,135
1,1,91
1,0,74
1,3,79
1,2,92
0,0,64
3,1,375
2,0,101
2,2,161
1,3,125
2,1,100
2,3,218
0,3,63
0,0,66
2,2,132
2,2,146
0,0,60
0,1,58
3,2,1565
1,1,105
3,1,447
0,0,67
2,1,104
3,0,144
2,1,133
2,1,108
3,1,333
0,0,66
2,2,151
1,1,95
3,1,374
1,1,92
0,1,55
1,0,79
3,2,1368
3,1,334
0,1,68
1,0,69
2,1,119
1,1,120
1,1,85
2,2,178
0,1,50
2,1,102
0,0,52
2,2,151
2,0,119
1,3,108
1,0,66
2,3,266
2,2,179
1,1,81
1,2,91
2,2,142
1,3,90
2,1,122
0,0,66
1,0,77
1,0,72
3,2,1705
1,2,102
1,1,92
1,3,95
1,2,83
3,3,7149
2,2,129
1,0,78
1,2,98
0,1,72
2,2,154
3,2,1528
1,3,89
3,1,327
1,2,89
2,1,116
2,3,221
2,2,144
2,2,148
3,2,1629
0,0,60
1,3,142
1,3,100
1,2,91
1,1,93
1,1,71
1,2,81
1,1,86
1,1,88
0,0,59
2,0,115
1,3,112
0,3,59
3,2,1518
1,2,76
2,0,99
2,1,108
0,1,68
2,2,128
2,1,129
3,2,1639
1,1,85
2,1,130
0,2,63
0,1,67
2,3,230
1,3,119
3,1,421
2,1,119
2,0,97
3,0,139
1,1,76
0,0,55
0,2,58
1,2,104
1,0,79
0,1,70
3,2,1584
2,1,107
1,2,70
1,1,122
2,2,179
2,0,86
2,2,127
1,1,75
2,0,85
2,1,120
1,1,74
3,0,114
1,1,64
3,0,185
3,2,1564
2,1,102
0,0,70
0,2,58
1,1,84
3,2,1347
0,2,71
2,1,107
2,2,147
1,0,84
1,1,106
2,3,231
3,2,1402
1,0,88
1,3,117
1,2,84
1,2,85
2,2,156
1,1,76
1,3,1356
2,1,245
2,1,121
